name,lat,lon,population
г. Карасук,53.7343642,78.0422879,24890
г. Кировск,67.6151587,33.6636568,24857
станица Ессентукская,44.0267307,42.8764379,24710
пгт Октябрьский рп,55.6110724,37.9737423,24704
г. Знаменск,48.5866454,45.7369007,24628
г. Гусиноозерск,51.2865987,106.5229836,24451
пгт Пойковский,60.996548,71.902431,24440
г. Североуральск,60.1533388,59.952553,24428
г. Бутурлиновка,50.8312775,40.5977424,24397
г. Озёры,54.8540209,38.5598706,24359
г. Саки,45.13433,33.6032255,24285
г. Калач-на-Дону,48.6889101,43.5307585,24277
г. Унеча,52.8461971,32.6757398,24274
г. Морозовск,48.351132,41.8307844,24258
г. Северобайкальск,55.6355591,109.3361645,24233
г. Советская Гавань,48.9663668,140.2852088,24231
станица Полтавская,45.3654401,38.2109117,24164
г. Родники,57.1024811,41.7298234,24101
г. Зерноград,46.849613,40.3128993,24076
пгт Северный,50.6774988,36.5607698,24070
деревня Новое Девяткино,60.0572998,30.4762703,23988
посёлок Тельмана,59.725444,30.612106,23986
г. Карачаевск,43.7731804,41.9144084,23867
станица Елизаветинская,45.0484348,38.7999276,23841
г. Строитель,50.785172,36.486998,23780
г. Татарск,55.2144722,75.9740764,23711
г. Медногорск,51.4038655,57.5831571,23693
пгт Федоровский,61.6484245,73.488652,23614
г. Дальнереченск,45.9308807,133.7316844,23613
пгт Афипский,44.9034044,38.8411512,23592
г. Уварово,51.983084,42.261,23584
г. Сегежа,63.7437691,34.3126737,23543
г Курчалой,43.2045354,46.0889297,23425
г. Нарьян-Мар,67.6379742,53.0069529,23399
г. Губаха,58.8370347,57.5544775,23397
г. Среднеуральск,56.9919113,60.4771159,23344
г. Кубинка,55.6790296,37.2635177,23146
г. Нефтекумск,44.7545311,44.9865999,23137
станица Троицкая,43.3060175,44.9893927,23078
пгт Свердловский рп,55.9032059,38.1361082,23058
станица Отрадная,44.39317,41.5156681,23041
г. Верхний Уфалей,56.0487398,60.2320146,22981
пгт Городище рп,48.8096322,44.4761656,22905
г. Старая Купавна,55.810648,38.175624,22898
г. Менделеевск,55.8951887,52.3143634,22875
г. Железноводск,44.1320536,43.0304695,22863
г. Голицыно,55.6189919,36.9856491,22733
г. Аткарск,51.8737167,45.000324,22709
пгт Тучково рп,55.6007848,36.4718788,22657
рп Чишмы,54.5892603,55.3803504,22597
г. Лермонтов,44.1053341,42.9731493,22444
посёлок Бугры,60.0700161,30.3997764,22428
город Павловск,50.4533503,40.1369424,22384
г. Тайга,56.1723887,85.4268959,22375
г. Никольское,59.7042138,30.7874065,22355
г. Верещагино,58.0798499,54.6579923,22239
г. Сосногорск,63.599118,53.8762442,22189
г. Гурьевск,54.2859162,85.9477116,22134
г. Хадыженск,44.412253,39.5320316,22094
г. Невьянск,57.4912147,60.218324,22061
г. Тырныауз,43.3981998,42.9214143,22056
г. Котельниково,47.6310339,43.1330384,22016
г. Таштагол,52.7594115,87.8476574,21980
г. Давлеканово,54.222692,55.0311854,21834
г. Бронницы,55.4254542,38.264161,21831
г. Вилючинск,52.9302624,158.4057425,21774
г. Калтан,53.521076,87.2771909,21752
пгт Медведево,56.6332603,47.8032407,21752
г. Вихоревка,56.1208112,101.1704184,21719
г. Семикаракорск,47.517792,40.811485,21719
г. Лысково,56.0262601,45.0357974,21657
г. Сасово,54.3508047,41.9117508,21628
г. Бавлы,54.4063524,53.2458119,21628
г. Железногорск-Илимский,56.5847582,104.1142358,21621
г. Вельск,61.0658321,42.1032464,21613
г. Алдан,58.6095359,125.3817685,21590
пгт Стройкерамика,53.2766484,50.3870415,21567
г. Алагир,43.0416623,44.2197807,21550
пгт Ахтырский,44.8503138,38.2998264,21515
г. Красноуральск,58.3486753,60.0408929,21507
г. Бежецк,57.7859527,36.6905192,21466
г. Усть-Катав,54.9260247,58.1528932,21439
г. Оленегорск,68.1420962,33.2669298,21438
г. Рошаль,55.6632087,39.8656345,21401
г. Ленск,60.7276227,114.9548502,21392
пгт Излучинск,60.9530651,76.891202,21389
г. Калачинск,55.059708,74.5655042,21378
г. Красноармейск,51.0235479,45.6951366,21350
г. Светлый,54.6773492,20.1356707,21114
г. Рыбное,54.7256308,39.5135902,21069
г. Котово,50.3205819,44.803057,21028
г. Остров,57.3452065,28.3437983,20923
г. Бобров,51.0902207,40.031849,20871
пгт Кольцово рп,54.939754,83.189226,20862
село Дыгулыбгей,43.6605157,43.5399799,20852
г. Колпашево,58.3114151,82.9027717,20824
г. Новопавловск,43.957372,43.631908,20781
г. Тогучин,55.2251228,84.4103609,20766
г. Чегем,43.567119,43.5866245,20736
г. Зарайск,54.7624731,38.8851435,20736
село Карабудахкент,42.7101719,47.5652001,20710
г. Октябрьск,53.1641278,48.6707034,20703
г. Армянск,46.1058917,33.6911918,20692
г. Ряжск,53.7068457,40.0521364,20634
г. Сысерть,56.5005302,60.8190383,20634
г. Буй,58.4733865,41.5306164,20564
пгт Безенчук,52.9844016,49.4332576,20516
г. Исилькуль,54.9095226,71.2815165,20515
г. Хотьково,56.2515987,37.9394556,20466
г. Шарья,58.3760015,45.4060912,20439
г. Нижний Ломов,53.5301144,43.6730824,20421
г. Арск,56.0913566,49.8769472,20421
г. Пикалево,59.5131477,34.1772986,20388
г. Оха,53.5868177,142.9412704,20357
пгт Монино рп,55.8393791,38.1953929,20313
г. Инта,66.0367224,60.1153645,20271
г. Сергач,55.5200817,45.4813786,20256
г. Бологое,57.8855456,34.0537078,20234
г. Котельнич,58.3034526,48.3475879,20144
г. Лебедянь,53.0155445,39.143535,20049
станица Зеленчукская,43.8608392,41.5827377,20009
г. Белоярский,63.7120526,66.6773163,19994
г. Агрыз,56.5234282,52.9943111,19991
г. Нерехта,57.4543591,40.5725027,19977
пгт Боровский рп,57.0437279,65.7219998,19972
г. Буинск,54.964071,48.2901712,19968
станица Выселки,45.5801087,39.6553854,19955
г. Терек,43.4837944,44.140333,19948
село Новая Усмань (часть 2),51.6440564,39.4129162,19939
г. Черепаново,54.2206618,83.3724671,19900
г. Тарко-Сале,64.9117423,77.7610229,19900
г. Никольск,53.7138244,46.0799725,19873
г. Куровское,55.5790488,38.920837,19857
г. Ковылкино,54.0391206,43.9191408,19793
г. Козьмодемьянск,56.3333702,46.5465866,19731
г. Данков,53.2576888,39.1456386,19726
г. Фокино,42.9707585,132.4110104,19711
пгт Каа-Хем,51.6974519,94.559472,19686
г. Усмань,52.0444077,39.7263813,19662
посёлок Строитель,52.6512001,41.4310661,19647
г. Омутнинск,58.6698906,52.189375,19629
рп Приютово,53.8951581,53.9369819,19595
село Чалтырь,47.2826729,39.4992447,19583
г. Пущино,54.8351813,37.6265045,19578
г. Дудинка,69.4032072,86.1909075,19556
поселок Трудовое,43.3002872,132.0632507,19543
г. Черноголовка,56.0099863,38.3792964,19530
г. Оса,57.2889708,55.468868,19523
пгт Кокошкино дп,55.598467,37.167633,19490
пгт Промышленная,54.916573,85.6376222,19484
пгт Ленинкент,42.9703441,47.3535191,19438
поселок Ойсхара,43.2627893,46.2498555,19415
г. Зея,53.7340347,127.2657094,19414
станица Суворовская,44.1975139,42.6499527,19378
г. Зверево,48.0434167,40.1265252,19353
поселок Игра,57.5401354,53.0861913,19319
село Гойты,43.1609736,45.6212637,19198
станица Брюховецкая,45.8020888,38.9971898,19154
станица Незлобная,44.1168985,43.408563,19068
пгт Березовка,56.037108,93.1266,19059
поселок Ува,56.9820545,52.1873031,19057
г. Арамиль,56.6915504,60.8441135,19013
г. Пролетарск,46.7038132,41.7276002,18983
г. Ардон,43.1755904,44.2956828,18956
г. Лодейное Поле,60.7320844,33.5522164,18905
посёлок Саракташ,51.7830951,56.3652582,18789
г. Приозерск,61.03598,30.115586,18777
станица Холмская,44.848128,38.3892456,18699
г. Кировград,57.4298874,60.0624019,18698
село Раевский,54.0650359,54.932837,18698
г. Николаевск-на-Амуре,53.1461923,140.7110577,18631
г. Нелидово,56.223391,32.7766208,18603
пгт Свободы рп,44.0248348,43.0514483,18582
станица Новопокровская,45.9538509,40.7070143,18559
село Чигири,50.3391503,127.5076851,18538
г. Харабали,47.4089236,47.2525264,18514
г. Няндома,61.6654144,40.2063093,18473
село Автуры,43.163267,46.0031899,18446
г. Нижняя Тура,58.6310449,59.8520228,18392
г. Пласт,54.3691735,60.815252,18379
г. Новый Оскол,50.764439,37.863064,18359
пгт Тарки,42.9445024,47.4957949,18233
г. Суровикино,48.6189098,42.8542126,18227
г. Боготол,56.2098683,89.5300867,18206
рп Южный,53.2513304,83.6947313,18098
г. Ершов,51.35079,48.2763191,18095
г. Нефтегорск,52.79725,51.1638245,18076
пгт Тальменка рп,53.8172662,83.5691716,18070
г. Слюдянка,51.6563035,103.7186495,18058
село Бабаюрт,43.6011227,46.7793044,18039
станица Нестеровская,43.2381741,45.0491681,17981
г. Электроугли,55.7170793,38.219367,17944
г. Кукмор,56.1860939,50.8971592,17886
г. Кяхта,50.3466144,106.453365,17877
пгт Удельная дп,55.6349087,38.049353,17846
г. Судак,44.8505071,34.9761502,17834
г. Баймак,52.5913527,58.3111821,17833
пгт Линево рп,54.4570315,83.3815692,17779
посёлок завода Мосрентген,55.620947,37.473815,17758
г. Покров,55.9167157,39.1733602,17747
село Высокая Гора,55.912126,49.312767,17736
г. Стародуб,52.5853129,32.7603416,17687
г. Жуковка,53.5340871,33.7302336,17628
г. Шахунья,57.6763123,46.6128512,17626
г. Калач,50.4240228,41.0162465,17624
г. Суворов,54.122088,36.490348,17598
посёлок ВНИИССОК,55.6569429,37.2117743,17597
г. Радужный,55.9960812,40.3322223,17569
г. Льгов,51.65971,35.261144,17557
г. Енисейск,58.4485678,92.1650748,17537
село Белая Глина,46.0736706,40.8713114,17470
г. Карачев,53.1296862,34.9887384,17449
г. Белогорск,45.0570816,34.599941,17445
г. Собинка,55.9938217,40.0178919,17444
пгт Лучегорск,46.438443,134.289358,17437
станица Медведовская,45.4491448,39.0101617,17404
пгт Ванино,49.0909744,140.2563927,17326
г. Талдом,56.7308601,37.5276018,17317
пгт Васильево,55.8369276,48.7040265,17286
г. Юрьев-Польский,56.4936868,39.6680526,17276
г. Абдулино,53.6778052,53.6473384,17274
станица Старощербиновская,46.6297567,38.6673969,17251
г. Константиновск,47.5773447,41.0967357,17207
село Бачи-Юрт,43.2209854,46.194994,17173
г. Куса,55.3386556,59.4386134,17136
пгт Коченево рп,55.019014,82.2060574,17053
село Осиново,55.8775039,48.8897995,16991
село Нижнее Казанище,42.760984,47.161627,16984
г. Онега,63.9162842,38.0805165,16947
г. Новомичуринск,54.037654,39.7466785,16900
г. Плавск,53.7095277,37.2862058,16893
село Майма,52.0037707,85.8962579,16890
село Цоци-Юрт,43.2426159,46.0018219,16890
пгт Янино-1,59.945394,30.5611967,16886
деревня Сапроново,55.529323,37.712318,16817
деревня Пыхтино,55.6209417,37.3002729,16803
село Кантышево,43.2281058,44.6484198,16783
г. Козельск,54.0348045,35.7806829,16759
село Краснокумское,44.1748104,43.4967116,16702
г. Нытва,57.9336576,55.3355911,16675
г. Осташков,57.1457822,33.1116377,16674
село Кинель-Черкассы,53.4640756,51.5193824,16658
г. Зеленоградск,54.9599261,20.4752742,16625
село Новая Усмань (часть 1),51.6440564,39.4129162,16601
пгт Шушенское,53.333753,91.935624,16573
г. Туринск,58.0394946,63.6981776,16561
г. Краснослободск,48.7068501,44.5631832,16545
пгт Агинское,51.1036078,114.5378536,16511
г. Нижняя Салда,58.0749078,60.7025219,16505
г. Шимановск,52.005177,127.7005913,16488
село Плиево,43.2854671,44.8359413,16440
станица Гостагаевская,44.8948984,37.3162896,16438
г. Яровое,52.9252719,78.5729219,16424
город Поворино,51.195289,42.2473555,16417
г. Бакал,54.9406707,58.8051112,16345
г. Инза,53.8549261,46.353359,16293
г. Шумиха,55.2281331,63.2901783,16264
пгт Шексна,59.2361104,38.5112653,16246
г. Бикин,46.8185692,134.2550619,16240
г. Жуков,55.0302319,36.7393387,16224
г. Светлогорск,54.9439073,20.1514612,16207
г. Бокситогорск,59.473579,33.8457452,16185
г. Кирсанов,52.6506577,42.7284824,16164
пгт Рощино,60.2408076,29.6288048,16162
г. Камызяк,46.1106454,48.0732549,16154
пгт Белый Яр,61.260563,73.252472,16141
пгт им. Воровского рп,55.7219506,38.3276944,16127
г. Подпорожье,60.912778,34.1567171,16123
посёлок Дубовое,50.5303214,36.5682872,16101
г. Гаврилов-Ям,57.3091517,39.8544895,16084
село Нартан,43.5054195,43.7016693,16075
г. Покачи,61.7422837,75.5940895,16040
г. Поронайск,49.2387506,143.1008839,16026
г. Руза,55.7015428,36.1959789,16014
г. Мензелинск,55.7270085,53.1005154,16008
деревня Куюки,55.7128384,49.3565309,15977
г. Иланский,56.2375329,96.0673849,15945
посёлок Орловский,46.874451,42.05931,15942
село Каякент,42.3862993,47.9054979,15923
г. Сельцо,53.3739073,34.106007,15906
станица Раевская,44.836305,37.5496436,15902
село Учкекен,43.9390432,42.5155851,15849
г. Райчихинск,49.7941325,129.411213,15797
г. Ковдор,67.5662699,30.4741763,15770
деревня Островцы,55.5912674,37.9926244,15752
село Супсех,44.8948984,37.3162896,15736
г. Кондрово,54.7959825,35.9275777,15734
г. Мамадыш,55.7150947,51.4128069,15726
г. Межгорье,54.2396811,57.9612743,15697
посёлок Зимовники,47.1453719,42.4676643,15691
пгт Емельяново,56.1686437,92.6866976,15649
г. Болотное,55.6692803,84.3906602,15644
г. Кизел,59.0512352,57.6471132,15619
пгт Товарково,54.67724,35.942735,15606
село Поселье,51.8057402,107.5376329,15603
станица Анапская,44.8948984,37.3162896,15593
пгт Семендер,42.9911799,47.4021163,15565
пгт Кратово дп,55.5973949,38.1635172,15565
г. Жирновск,50.9769212,44.7857873,15555
посёлок Навля,52.8301087,34.5066338,15536
пгт Заводской,43.1077853,44.6453692,15508
г. Дегтярск,56.7048,60.0790826,15497
г. Свирск,53.0838888,103.3413682,15485
пгт Сузун рп,53.7891996,82.3161043,15482
г. Ясный,51.0368874,59.8742748,15471
село Подстепки,53.5179261,49.1533951,15455
посёлок Зональная Станция,56.4268771,85.0227819,15421
станица Варениковская,45.1198484,37.6385129,15385
г. Касли,55.8869825,60.7422584,15383
посёлок Усть-Ордынский,52.8052189,104.7536738,15364
село Гехи,43.1606137,45.4742778,15352
г. Новоаннинский,50.5295721,42.6666194,15351
пгт Анна,51.489329,40.4242248,15316
"посёлок подсобного хозяйства ""Воскресенское""",55.5296175,37.4458356,15293
г. Нерчинск,51.9594649,116.5853127,15290
село Ахты,41.4591981,47.7495262,15285
г. Магас,43.1686871,44.8131101,15271
г. Ясногорск,54.4794749,37.689663,15269
г. Новоузенск,50.4551199,48.1411389,15216
посёлок Знамя Октября,55.47574,37.538359,15199
село Катар-Юрт,43.1688806,45.370387,15199
пгт Запрудня рп,56.5609117,37.4336132,15189
г. Бородино,55.9053464,94.9022323,15174
пгт Рефтинский,57.0906513,61.6564554,15164
пгт Софрино рп,56.1354141,37.9260237,15136
пгт Вырица,59.4172905,30.3469408,15086
г. Рыльск,51.568137,34.6802211,15069
г. Купино,54.3661206,77.2973372,15065
село Хомутово,52.4652523,104.3620353,15064
пгт Большие Вязёмы рп,55.6291397,37.0053667,15060
г. Петровск-Забайкальский,51.2748412,108.8468131,15015
г. Почеп,52.9153976,33.4745131,14991
г. Палласовка,50.0502023,46.8804085,14966
г. Калининск,51.4993043,44.4710883,14949
г. Щигры,51.8785827,36.8911689,14927
г. Барыш,53.6534032,47.1180501,14924
пгт Чернянка,50.940917,37.804134,14896
г. Сортавала,61.7032224,30.6917823,14867
пгт Грибановский,51.4564459,41.9799021,14830
станица Васюринская,45.1181463,39.4216389,14829
г. Талица,57.0123163,63.7320587,14808
г. Сухиничи,54.0973084,35.344484,14806
г. Куртамыш,54.9369493,64.4203207,14806
г. Заполярный,69.4131822,30.7985579,14791
посёлок Развилка,55.5910519,37.7529499,14788
г. Дубовка,49.0554351,44.8269342,14779
пгт Лесной Городок дп,55.636239,37.212612,14765
г. Белокуриха,51.9961123,84.9839441,14735
г. Цимлянск,47.6477932,42.092975,14731
село Кулунда,52.5661304,78.9368917,14708
пгт Новый Городок,54.3036194,86.2934438,14691
г. Навашино,55.5438077,42.1887675,14664
г. Катав-Ивановск,54.7520677,58.1984888,14663
пгт Ильинский рп,55.6202604,38.1055975,14645
г. Краснозаводск,56.4409201,38.2320198,14639
деревня Кондратово,57.9760676,56.1090821,14631
г. Советск,57.5841376,48.9589455,14626
станица Егорлыкская,46.553251,40.683235,14602
село Кулешовка,47.0857816,39.5270717,14568
пгт Селятино рп,55.5141029,36.9798359,14523
г. Грязовец,58.875883,40.2485948,14505
г. Красновишерск,60.3903039,57.0535948,14460
поселок Балезино,57.983878,53.012307,14459
станица Гиагинская,44.8847971,40.0577305,14445
село Алхан-Кала,43.2624396,45.534823,14423
г. Очер,57.8852534,54.7161526,14385
город Богучар,49.93528,40.5591512,14370
г. Волгореченск,57.4424513,41.1592512,14355
село Донское,45.4672559,41.989783,14338
г. Приволжск,57.380718,41.2807571,14332
станица Старовеличковская,45.4329681,38.7244163,14310
г. Ивдель,60.6945985,60.4245258,14306
г. Чудово,59.1248174,31.6866267,14302
г. Красный Кут,50.9597049,46.9711885,14296
г. Яранск,57.3041231,47.8478976,14284
село Старые-Атаги,43.1229624,45.7414172,14280
пгт Средняя Ахтуба рп,48.7136601,44.8600821,14241
г. Агидель,55.8997421,53.9221357,14219
посёлок Нижнесортымский,62.4428117,71.7652884,14217
рп Усть-Абакан,53.8329508,91.3943386,14210
село Красногвардейское,45.8450489,41.5144643,14200
село Новый Хушет,42.8993406,47.5613354,14180
г. Полярные Зори,67.3738152,32.4891688,14146
посёлок Майский,50.5218213,36.4544411,14143
г. Ужур,55.3142192,89.8334338,14134
г. Шлиссельбург,59.9443081,31.0332835,14131
г. Гвардейск,54.6588822,21.0500744,14122
станица Калининская,45.4855794,38.6616721,14121
г. Кашин,57.3600935,37.6118448,14113
